,id,Kelp,predictions
0,114119477.jpg,0,0.00683466
1,145421813.jpg,0,0.034724534
2,80860744.jpg,0,0.07865976
3,146177426.jpg,0,0.22280943
4,145999432.jpg,0,0.44929954
5,126612552.jpg,0,0.2540096
6,142812618.jpg,0,0.054567482
7,109321856.jpg,0,0.16534662
8,145156215.jpg,0,0.25338194
9,152202078.jpg,0,0.0362888
10,107737263.jpg,0,0.6592595
11,141103681.jpg,0,0.044143237
12,124834630.jpg,0,0.018649193
13,117545135.jpg,0,0.21303512
14,133157330.jpg,0,0.069884725
15,140318727.jpg,0,0.13804726
16,90636136.jpg,0,0.0022172704
17,124352520.jpg,0,0.04251198
18,112461888.jpg,0,0.13977996
19,149356286.jpg,0,0.054618876
20,148597999.jpg,0,0.61482394
21,144012793.jpg,0,0.23937924
22,107290878.jpg,0,0.014606953
23,106585638.jpg,0,0.75828534
24,134408718.jpg,0,0.060065392
25,140492934.jpg,0,0.31367677
26,106959272.jpg,0,0.05577964
27,76713925.jpg,0,0.41144618
28,145235398.jpg,0,0.6623923
29,108216098.jpg,0,0.094457984
30,103266930.jpg,0,0.17405277
31,106229479.jpg,0,0.08324653
32,129133706.jpg,0,0.41333443
33,106534520.jpg,0,0.8243629
34,123205301.jpg,0,0.04056603
35,145253598.jpg,0,0.01854719
36,150482234.jpg,0,0.019589223
37,119030788.jpg,0,0.01149821
38,166956411.jpg,0,0.0882053
39,132516665.jpg,0,0.032236114
40,166958160.jpg,0,0.56799203
41,149395189.jpg,0,0.49527293
42,68127349.jpg,0,0.04423379
43,111587018.jpg,0,0.2607359
44,104495107.jpg,0,0.24269459
45,120641940.jpg,0,0.007926159
46,76713886.jpg,0,0.17086564
47,161575291.jpg,0,0.6641384
48,69336235.jpg,0,0.13064691
49,145402331.jpg,0,0.028199995
50,124502241.jpg,0,0.034652606
51,157986855.jpg,0,0.07098019
52,114618439.jpg,0,0.09057458
53,110626566.jpg,0,0.17528687
54,107737294.jpg,0,0.094243206
55,146738466.jpg,0,0.024664331
56,145154095.jpg,0,0.3738593
57,105401501.jpg,0,0.03425137
58,154779878.jpg,0,0.041727297
59,150515768.jpg,0,0.40147692
60,73563858.jpg,0,0.0075043496
61,146738507.jpg,0,0.24674056
62,148086538.jpg,0,0.020628542
63,124522796.jpg,0,0.098727755
64,163637080.jpg,0,0.07180854
65,110250162.jpg,0,0.89852947
66,105604288.jpg,0,0.06646109
67,88494723.jpg,0,0.49194938
68,113759805.jpg,0,0.01002745
69,141243430.jpg,0,0.22249846
70,123798402.jpg,0,0.031125741
71,156697666.jpg,0,0.015076437
72,123655821.jpg,0,0.02336107
73,73469215.jpg,0,0.18975306
74,112484318.jpg,0,0.29655993
75,154779862.jpg,0,0.18453224
76,68127355.jpg,0,0.119665615
77,129779582.jpg,0,0.03710124
78,67445785.jpg,0,0.47449702
79,148598017.jpg,0,0.8262944
80,106582714.jpg,0,0.013896934
81,115857925.jpg,0,0.0033559056
82,141134272.jpg,0,0.10106346
83,145810042.jpg,0,0.002115327
84,107364165.jpg,0,0.32698795
85,145875539.jpg,0,0.010754648
86,154779879.jpg,0,0.09559594
87,144829617.jpg,0,0.07546736
88,153926251.jpg,0,0.03220533
89,112956024.jpg,0,0.06505036
90,106534553.jpg,0,0.08577981
91,109517548.jpg,0,0.0077044857
92,151187931.jpg,0,0.07037205
93,106216420.jpg,0,0.43667495
94,105902426.jpg,0,0.38394177
95,107528995.jpg,0,0.071748845
96,134408815.jpg,0,0.027760083
97,113635804.jpg,0,0.070288345
98,105295716.jpg,0,0.010162662
99,124526231.jpg,0,0.23629908
100,109358476.jpg,0,0.03817602
101,88494721.jpg,0,0.49641716
102,107941207.jpg,0,0.084885485
103,106842875.jpg,0,0.21944313
104,116052231.jpg,0,0.12736614
105,139611883.jpg,0,0.011042709
106,115987067.jpg,0,0.0038028357
107,163283309.jpg,0,0.041926473
108,106308964.jpg,0,0.051812824
109,80860740.jpg,0,0.26141784
110,150519197.jpg,0,0.010241438
111,161214312.jpg,0,0.014186317
112,117847727.jpg,0,0.01511083
113,161214684.jpg,0,0.010811485
114,112956020.jpg,0,0.07046231
115,108220244.jpg,0,0.08934085
116,109183837.jpg,0,0.011037263
117,155868703.jpg,0,0.03372601
118,105717741.jpg,0,0.030672561
119,107209591.jpg,0,0.12347904
120,106110267.jpg,0,0.007974585
121,143165941.jpg,0,0.0722346
122,95123132.jpg,0,0.009403581
123,139941723.jpg,0,0.26878574
124,135606610.jpg,0,0.022382211
