,id,Kelp,predictions
0,114119477.jpg,0,0.05711298
1,145421813.jpg,0,0.027960321
2,80860744.jpg,0,0.028888023
3,146177426.jpg,0,0.36174628
4,145999432.jpg,0,0.1380557
5,126612552.jpg,0,0.03526852
6,142812618.jpg,0,0.0182991
7,109321856.jpg,0,0.007413109
8,145156215.jpg,0,0.20488846
9,152202078.jpg,0,0.0005652552
10,107737263.jpg,0,0.4188065
11,141103681.jpg,0,0.0009626628
12,124834630.jpg,0,0.056069825
13,117545135.jpg,0,0.023028022
14,133157330.jpg,0,0.0032772177
15,140318727.jpg,0,0.016696379
16,90636136.jpg,0,0.0036609364
17,124352520.jpg,0,0.12087895
18,112461888.jpg,0,0.080356
19,149356286.jpg,0,0.016921131
20,148597999.jpg,0,0.4746667
21,144012793.jpg,0,0.18432376
22,107290878.jpg,0,0.0055488637
23,106585638.jpg,0,0.069886744
24,134408718.jpg,0,0.15061985
25,140492934.jpg,0,0.20845675
26,106959272.jpg,0,0.011761115
27,76713925.jpg,0,0.05314986
28,145235398.jpg,0,0.05989892
29,108216098.jpg,0,0.011776033
30,103266930.jpg,0,0.014010528
31,106229479.jpg,0,0.08535575
32,129133706.jpg,0,0.81932634
33,106534520.jpg,0,0.22957906
34,123205301.jpg,0,0.020171156
35,145253598.jpg,0,0.002758658
36,150482234.jpg,0,0.006071091
37,119030788.jpg,0,0.026197026
38,166956411.jpg,0,0.011231033
39,132516665.jpg,0,0.019872675
40,166958160.jpg,0,0.11854877
41,149395189.jpg,0,0.14428706
42,68127349.jpg,0,0.21183369
43,111587018.jpg,0,0.12878114
44,104495107.jpg,0,0.030203978
45,120641940.jpg,0,0.0014046323
46,76713886.jpg,0,0.0115463985
47,161575291.jpg,0,0.03418582
48,69336235.jpg,0,0.014950561
49,145402331.jpg,0,0.0023715603
50,124502241.jpg,0,0.008662785
51,157986855.jpg,0,0.013383144
52,114618439.jpg,0,0.018651204
53,110626566.jpg,0,0.11892867
54,107737294.jpg,0,0.015330119
55,146738466.jpg,0,0.024694512
56,145154095.jpg,0,0.4758603
57,105401501.jpg,0,0.0062597846
58,154779878.jpg,0,0.013344446
59,150515768.jpg,0,0.0033929031
60,73563858.jpg,0,0.0032901634
61,146738507.jpg,0,0.104059495
62,148086538.jpg,0,0.006516381
63,124522796.jpg,0,0.33737582
64,163637080.jpg,0,0.032582093
65,110250162.jpg,0,0.8123469
66,105604288.jpg,0,0.031703584
67,88494723.jpg,0,0.3658048
68,113759805.jpg,0,0.007061317
69,141243430.jpg,0,0.17330495
70,123798402.jpg,0,0.009303493
71,156697666.jpg,0,0.025497215
72,123655821.jpg,0,0.0051698643
73,73469215.jpg,0,0.012987624
74,112484318.jpg,0,0.14562802
