,id,Kelp,predictions
0,114119477.jpg,0,0.0058323666
1,145421813.jpg,0,0.026664337
2,80860744.jpg,0,0.0052178833
3,146177426.jpg,0,0.192655
4,145999432.jpg,0,0.013859504
5,126612552.jpg,0,0.003324598
6,142812618.jpg,0,0.025493179
7,109321856.jpg,0,0.011270673
8,145156215.jpg,0,0.041338995
9,152202078.jpg,0,0.01461129
10,107737263.jpg,0,0.059550896
11,141103681.jpg,0,0.0030932133
12,124834630.jpg,0,0.0066798595
13,117545135.jpg,0,0.017477242
14,133157330.jpg,0,0.013052799
15,140318727.jpg,0,0.018099131
16,90636136.jpg,0,0.0013105765
17,124352520.jpg,0,0.0052947025
18,112461888.jpg,0,0.012877087
19,149356286.jpg,0,0.032390542
20,148597999.jpg,0,0.20598042
21,144012793.jpg,0,0.020898828
22,107290878.jpg,0,0.02579621
23,106585638.jpg,0,0.4027154
24,134408718.jpg,0,0.032614306
25,140492934.jpg,0,0.037503067
26,106959272.jpg,0,0.0031265586
27,76713925.jpg,0,0.25548363
28,145235398.jpg,0,0.035975832
29,108216098.jpg,0,0.014229815
30,103266930.jpg,0,0.002153992
31,106229479.jpg,0,0.018209893
32,129133706.jpg,0,0.363217
33,106534520.jpg,0,0.24735048
34,123205301.jpg,0,0.007620124
35,145253598.jpg,0,0.0009368678
36,150482234.jpg,0,0.008374179
37,119030788.jpg,0,0.034305632
38,166956411.jpg,0,0.0013057633
39,132516665.jpg,0,0.013178775
40,166958160.jpg,0,0.661919
41,149395189.jpg,0,0.05942362
42,68127349.jpg,0,0.35122606
43,111587018.jpg,0,0.07098102
44,104495107.jpg,0,0.009461184
45,120641940.jpg,0,0.0011258997
46,76713886.jpg,0,0.003194701
47,161575291.jpg,0,0.070223704
48,69336235.jpg,0,0.008788525
49,145402331.jpg,0,0.00045328203
50,124502241.jpg,0,0.012484608
51,157986855.jpg,0,0.017248128
52,114618439.jpg,0,0.0029832274
53,110626566.jpg,0,0.26208878
54,107737294.jpg,0,0.033352315
55,146738466.jpg,0,0.008213348
56,145154095.jpg,0,0.102923535
57,105401501.jpg,0,0.001770506
58,154779878.jpg,0,0.0029451358
59,150515768.jpg,0,0.03789449
60,73563858.jpg,0,0.0058263033
61,146738507.jpg,0,0.030333504
62,148086538.jpg,0,0.014323156
63,124522796.jpg,0,0.013517434
64,163637080.jpg,0,0.038254958
65,110250162.jpg,0,0.5094494
66,105604288.jpg,0,0.029657995
67,88494723.jpg,0,0.28501284
68,113759805.jpg,0,0.008648331
69,141243430.jpg,0,0.20303103
70,123798402.jpg,0,0.014359751
71,156697666.jpg,0,0.006902229
72,123655821.jpg,0,0.0134034585
73,73469215.jpg,0,0.025348412
74,112484318.jpg,0,0.052915648
75,154779862.jpg,0,0.0017764894
76,68127355.jpg,0,0.10115428
77,129779582.jpg,0,0.013349807
78,67445785.jpg,0,0.062417082
79,148598017.jpg,0,0.093218245
80,106582714.jpg,0,0.00089054357
81,115857925.jpg,0,0.0067282445
82,141134272.jpg,0,0.0068956013
83,145810042.jpg,0,0.002254422
84,107364165.jpg,0,0.81289154
85,145875539.jpg,0,0.005658706
86,154779879.jpg,0,0.04306768
87,144829617.jpg,0,0.06935574
88,153926251.jpg,0,0.0015940793
89,112956024.jpg,0,0.055616524
90,106534553.jpg,0,0.008026598
91,109517548.jpg,0,0.001554293
92,151187931.jpg,0,0.00070566917
93,106216420.jpg,0,0.209101
94,105902426.jpg,0,0.016019637
95,107528995.jpg,0,0.072488904
96,134408815.jpg,0,0.0033688832
97,113635804.jpg,0,0.008648584
98,105295716.jpg,0,0.013206591
99,124526231.jpg,0,0.06502633
100,109358476.jpg,0,0.004434933
101,88494721.jpg,0,0.45729595
102,107941207.jpg,0,0.015526831
103,106842875.jpg,0,0.07794849
104,116052231.jpg,0,0.07826265
105,139611883.jpg,0,0.02611461
106,115987067.jpg,0,0.0058058565
107,163283309.jpg,0,0.008091637
108,106308964.jpg,0,0.015937762
109,80860740.jpg,0,0.06958979
110,150519197.jpg,0,0.008341532
111,161214312.jpg,0,0.0063460115
112,117847727.jpg,0,0.001638049
113,161214684.jpg,0,0.015850762
114,112956020.jpg,0,0.009511069
115,108220244.jpg,0,0.005726026
116,109183837.jpg,0,0.0036543526
117,155868703.jpg,0,0.028093819
118,105717741.jpg,0,0.0019284849
119,107209591.jpg,0,0.0021336013
120,106110267.jpg,0,0.0018437341
121,143165941.jpg,0,0.024588931
122,95123132.jpg,0,0.0087443385
123,139941723.jpg,0,0.18727751
124,135606610.jpg,0,0.0018627634
125,111167860.jpg,0,0.0026432402
126,135995387.jpg,0,0.0018900802
127,139410107.jpg,0,0.0075371154
128,73251143.jpg,0,0.0045528756
129,105304081.jpg,0,0.002095794
130,123214773.jpg,0,0.0004769894
131,145497101.jpg,0,0.08458112
132,79112657.jpg,0,0.0065311966
133,145155393.jpg,0,0.0075059016
134,130565907.jpg,0,0.009579561
135,112484312.jpg,1,0.99327964
136,106308968.jpg,1,0.035724998
137,144274944.jpg,1,0.08751795
138,70245789.jpg,1,0.9914795
139,148510239.jpg,1,0.5071606
140,144128398.jpg,1,0.54123145
141,73473799.jpg,1,0.09394966
142,105903250.jpg,1,0.057508964
143,108645346.jpg,1,0.7955033
144,149394815.jpg,1,0.6558683
145,105493599.jpg,1,0.24055612
146,73585290.jpg,1,0.05452858
147,149118446.jpg,1,0.050232977
